요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,개설일자,좌표(X),좌표(Y)
365미장약국,81,약국,350000,전북,350100,군산시,미장동,54093,"전북특별자치도 군산시 수송로 286, (미장동)",063-451-9969,2023-07-26,126.7270089,35.9638095
365박달온누리약국,81,약국,310000,경기,310701,안양만안구,박달동,13987,"경기도 안양시 만안구 양화로 112, 101호 (박달동)",031-465-3512,2016-04-04,126.9106350,37.4027788
365밝은약국,81,약국,310000,경기,310100,광명시,광명동,14220,"경기도 광명시 광명로 914, 1층 밝은약국 (광명동)",02-2612-4100,2019-03-10,126.8551600,37.4802891
365밝은약국,81,약국,110000,서울,110019,중랑구,면목동,02238,"서울특별시 중랑구 면목로39길 8, (면목동)",02-435-0365,2009-10-19,127.0871899,37.5797729
365백세약국,81,약국,330000,충북,330011,증평군,증평읍,27930,"충청북도 증평군 증평읍 중동길 12, (증평읍)",043-838-3575,2018-12-06,127.5828936,36.7839464
365백화점온누리약국,81,약국,110000,서울,110015,은평구,불광동,03345,"서울특별시 은평구 연서로 257, 1층 (불광동)",02-388-8811,2024-02-05,126.9232125,37.6201712
365변동매일약국,81,약국,250000,대전,250003,대전서구,변동,35322,"대전광역시 서구 도산로 183, 1층 (변동)",042-223-4654,2024-04-08,127.3785421,36.3247832
365별빛약국,81,약국,350000,전북,350401,전주완산구,서신동,54940,"전북특별자치도 전주시 완산구 백제대로 398, 1층 103호 (서신동)",063-272-2728,2024-05-29,127.1232641,35.8286895
365별약국,81,약국,310000,경기,310604,수원영통구,하동,16514,"경기도 수원시 영통구 광교중앙로 170, 광교 효성해링턴 타워 3층 311호 (하동)",031-212-1705,2019-08-21,127.0607027,37.2881246
365보건약국,81,약국,310000,경기,311700,시흥시,정왕동,15052,"경기도 시흥시 정왕천로411번길 48, 102호 (정왕동)",031-504-1611,2023-06-02,126.7477123,37.3470453
365보배약국,81,약국,360000,전남,360400,순천시,조례동,57945,"전라남도 순천시 봉화2길 99, 2층 (조례동)",061-722-1172,2019-03-04,127.5178406,34.9617115
365봄날약국,81,약국,310000,경기,311700,시흥시,은행동,14923,"경기도 시흥시 은행고길 28, 1층 101,102호 (은행동)",031-8042-3034,2023-06-27,126.7993284,37.4407635
365봉담약국,81,약국,310000,경기,312500,화성시,봉담읍,18309,"경기도 화성시 봉담읍 상리2길 51, 101-105호",031-296-0365,2022-02-08,126.9471441,37.2245561
365부평프라자약국,81,약국,220000,인천,220003,인천부평구,부평동,21388,"인천광역시 부평구 부평문화로 57, 1층 (부평동)",032-504-5767,2021-04-26,126.7225383,37.4941808
365사랑약국,81,약국,330000,충북,330009,진천군,덕산읍,27871,"충청북도 진천군 덕산읍 자안로 9, 삼영프라자 113호",043-534-0365,2023-04-20,127.5345922,36.9041588
365샘약국,81,약국,110000,서울,110003,강서구,등촌동,07573,"서울특별시 강서구 양천로 424, 가양역 데시앙플렉스 지식산업센터 131호 (등촌동)",02-2054-6949,2022-08-17,126.8479710,37.5642277
365서초메트로약국,81,약국,110000,서울,110021,서초구,서초동,06590,"서울특별시 서초구 서초대로 233, 서초역 지하1층 106호 (서초동)",,2023-08-10,127.0075808,37.4918230
365세심당약국,81,약국,310000,경기,312400,안성시,인지동,17583,"경기도 안성시 인지2길 6, 1층 (인지동)",031-672-0365,2020-11-09,127.2674558,37.0052865
365송파고은약국,81,약국,110000,서울,110018,송파구,방이동,05548,"서울특별시 송파구 오금로 95, 국제빌딩 1층 (방이동)",02-417-0503,2023-04-25,127.1077249,37.5137648
365수정메디약국,81,약국,310000,경기,310401,성남수정구,수진동,13327,"경기도 성남시 수정구 수정로 128, 1층 일부호 (수진동)",031-758-3650,2023-05-01,127.1345863,37.4414339
365스마일약국,81,약국,340000,충남,340015,홍성군,홍북읍,32265,"충청남도 홍성군 홍북읍 홍학로 95, (아이프라자2)",041-634-3657,2016-11-15,126.6764672,36.6468527
365스마일약국,81,약국,310000,경기,310702,안양동안구,호계동,14072,"경기도 안양시 동안구 평촌대로217번길 27, 백두프라자 1층 108호 (호계동)",031-381-8864,2022-11-23,126.9541319,37.3903352
365스마일약국,81,약국,310000,경기,311800,오산시,궐동,18124,"경기도 오산시 죽담안로 38-15, 1층 103호 (궐동)",070-4032-8864,2024-12-27,127.0521088,37.1636716
365스마일약국,81,약국,250000,대전,250003,대전서구,관저동,35370,"대전광역시 서구 관저로 27, 102호 (관저동)",042-342-0045,2019-10-24,127.3261342,36.2967693
365시티약국,81,약국,110000,서울,110019,중랑구,망우동,02057,"서울특별시 중랑구 용마산로 670, B동 219호 (망우동, 신내역 프라디움 더 테라스)",02-6958-8909,2024-03-07,,
365시티약국,81,약국,310000,경기,312700,양주시,덕정동,11450,"경기도 양주시 화합로 1361, 102호 (덕정동, 아트시티)",031-862-3650,2015-03-18,127.0624542,37.8435707
365아라약국,81,약국,220000,인천,220005,인천서구,원당동,22866,"인천광역시 서구 이음5로 30, 연세프라자9 106호 (원당동)",032-719-3651,2023-03-03,,
365약국,81,약국,310000,경기,311200,평택시,소사동,18034,"경기도 평택시 소사5길 120, 106호 (소사동)",031-618-3365,2024-10-08,,
365약국,81,약국,390000,제주,390200,제주시,도두일동,63113,"제주특별자치도 제주시 서해안로 161, 1층 (도두일동)",064-748-3650,2023-06-20,126.4660485,33.5040047
365약국,81,약국,340000,충남,340900,당진시,송산면,31711,"충청남도 당진시 송산면 송산로 781, 365약국",041-356-3650,2023-10-04,126.6937853,36.9569587
365약국,81,약국,220000,인천,220008,인천계양구,작전동,21080,"인천광역시 계양구 오조산로 1, 거승프라자 107호 (작전동)",032-547-0365,2015-07-20,126.7378296,37.5309654
365약국,81,약국,310000,경기,311901,고양덕양구,행신동,10495,"경기도 고양시 덕양구 충장로 150, 롯데마트 고양점 1층(일부)호 (행신동)",,2024-03-14,126.8361639,37.6251963
365약국,81,약국,110000,서울,110012,성북구,길음동,02729,"서울특별시 성북구 동소문로 321, 1층 (길음동)",985-1365,2014-06-02,127.0294630,37.6086394
365약국,81,약국,310000,경기,310200,동두천시,지행동,11346,"경기도 동두천시 지행로 53, 1층 (지행동)",031-858-4435,2022-10-04,127.0532456,37.8926877
365약국,81,약국,110000,서울,110019,중랑구,면목동,02146,"서울특별시 중랑구 면목로 407, 면목역 지하1층 108호 (면목동)",02-2208-0365,2023-09-05,127.0875678,37.5883849
365약국,81,약국,310000,경기,311300,하남시,망월동,12913,"경기도 하남시 미사강변중앙로 226, 우성르보아파크 1층 112호 (망월동)",031-794-0367,2018-10-18,127.1889881,37.5667509
365약국,81,약국,310000,경기,311500,남양주시,오남읍,12036,"경기도 남양주시 오남읍 진건오남로 813, 104~105호",031-523-3311,2017-02-03,127.2018874,37.6989920
365약국,81,약국,330000,충북,330102,청주흥덕구,복대동,28416,"충청북도 청주시 흥덕구 진재로 55, 1층 (복대동)",043-237-2351,2025-01-23,127.4293654,36.6360861
365약국,81,약국,320000,강원,320500,춘천시,온의동,24364,"강원특별자치도 춘천시 방송길 84, (온의동)",033-251-7371,2010-02-02,127.7180606,37.8685830
365약국,81,약국,370000,경북,370500,영주시,영주동,36096,"경상북도 영주시 구성로 377, 1층 (영주동)",054-638-5535,2018-07-03,128.6209696,36.8247451
365약국,81,약국,370000,경북,370400,안동시,옥동,36661,"경상북도 안동시 경북대로 385, 1층 (옥동)",054-858-8896,2018-06-08,128.7016164,36.5638097
365약국,81,약국,370000,경북,371000,경산시,중산동,38653,"경상북도 경산시 대학로 11, 101호 (중산동)",053-290-0365,2019-07-01,128.7240148,35.8353356
365언제나약국,81,약국,310000,경기,310403,성남분당구,수내동,13601,"경기도 성남시 분당구 불정로 266, 유신제일조합 101-1호 (수내동)",031-698-2306,2024-08-14,127.1276937,37.3670981
365에펠약국,81,약국,310000,경기,311300,하남시,망월동,12913,"경기도 하남시 미사강변동로 95, 힐스테이트 미사역 그랑파사쥬(12-1BL) B1048호 (망월동)",031-791-3650,2020-10-12,127.1917417,37.5637312
365여의나루약국,81,약국,110000,서울,110013,영등포구,여의도동,07336,"서울특별시 영등포구 여의나루로 113, 1동 112호 (여의도동)",,2024-12-12,126.9308061,37.5260711
365역삼역약국,81,약국,110000,서울,110001,강남구,역삼동,06236,"서울특별시 강남구 테헤란로 156, 역삼역 2호선 지하상가 127호 (역삼동)",,2022-07-19,127.0366182,37.5007163
365연산온누리약국,81,약국,210000,부산,210013,부산연제구,연산동,47549,"부산광역시 연제구 반송로 30, 석산빌딩 1층 일부호 (연산동)",051-852-3574,2021-03-11,129.0842124,35.1876880
365연약국,81,약국,110000,서울,110002,강동구,성내동,05378,"서울특별시 강동구 천호대로 1024, 힐스테이트 천호역 젠트리스 331호 (성내동)",02-6408-8199,2025-03-04,127.1256988,37.5372437
365열린약국,81,약국,250000,대전,250004,대전동구,용전동,34543,"대전광역시 동구 한밭대로 1254, 1층 (용전동)",,2024-04-18,,
365열린약국,81,약국,110000,서울,110020,양천구,목동,07950,"서울특별시 양천구 목동중앙북로4길 6, 1층 108호 (목동)",02-6737-0365,2024-08-26,,
365열린약국,81,약국,310000,경기,311800,오산시,원동,18143,"경기도 오산시 경기대로 133, 오렌지팩토리아울렛 1층 102호 (원동)",031-374-0360,2020-06-29,,
365열린약국,81,약국,310000,경기,312100,이천시,안흥동,17372,"경기도 이천시 구만리로 191, 2층 (안흥동, 롯데캐슬 골드스카이)",031-637-7328,2019-01-10,,
365열린약국,81,약국,310000,경기,311700,시흥시,장곡동,14996,"경기도 시흥시 진말1로 10, 1층 103호 (장곡동)",070-7537-2365,2025-02-18,,
365열린약국,81,약국,220000,인천,220005,인천서구,청라동,22736,"인천광역시 서구 청라라임로 51, 105호 (청라동, 청라 에일린의뜰)",070-8837-7582,2017-07-24,126.6529239,37.5321316
365열린약국,81,약국,220000,인천,220003,인천부평구,부개동,21401,"인천광역시 부평구 부일로 87, (부개동, 송신빌딩)",032-504-3650,2017-07-03,126.7397559,37.4889969
365열린약국,81,약국,110000,서울,110003,강서구,등촌동,07587,"서울특별시 강서구 공항대로41길 52, 버들빌딩 1층 (등촌동)",02-3661-3650,2022-07-12,126.8462275,37.5600495
365열린약국,81,약국,110000,서울,110005,구로구,개봉동,08328,"서울특별시 구로구 남부순환로97길 3, KS프리미어빌딩 105호 (개봉동)",02-3666-0784,2020-02-25,126.8582496,37.4940221
365열린약국,81,약국,110000,서울,110013,영등포구,영등포동8가,07228,"서울특별시 영등포구 영중로 119, 리마크빌 영등포 2층 204-2호 (영등포동8가)",,2018-08-09,126.9051656,37.5268606
365열린약국,81,약국,110000,서울,110004,관악구,신림동,08754,"서울특별시 관악구 남부순환로 1615, (신림동)",02-874-2332,2008-07-01,126.9301254,37.4845615
365열린약국,81,약국,110000,서울,110009,마포구,신공덕동,04195,"서울특별시 마포구 백범로 199, 메트로디오빌 103A호 (신공덕동)",02-6010-2720,2022-05-09,126.9528519,37.5435256
365열린약국,81,약국,110000,서울,110001,강남구,개포동,06331,"서울특별시 강남구 삼성로 14, 2층 216-2호 (개포동, 개포자이 프레지던스)",,2023-12-27,127.0716058,37.4851086
365열린약국,81,약국,310000,경기,311200,평택시,동삭동,17849,"경기도 평택시 평남로 1047-1, 102호 (동삭동)",,2024-11-27,127.0949142,37.0094348
365열린약국,81,약국,310000,경기,310403,성남분당구,야탑동,13497,"경기도 성남시 분당구 성남대로925번길 11, 유니마트 130호 (야탑동)",031-702-4764,2018-02-13,127.1272966,37.4120446
365열린약국,81,약국,340000,충남,340201,천안서북구,성정동,31109,"충청남도 천안시 서북구 쌍용대로 348, 102호 (성정동)",041-555-2968,2019-10-01,127.1380234,36.8283783
365열린약국,81,약국,410000,세종시,410000,세종시,새롬동,30126,"세종특별자치시 새롬중앙로 67, 오렌지빌딩 105호 (새롬동)",044-555-3658,2023-05-12,127.2502282,36.4868892
365열린약국,81,약국,320000,강원,320500,춘천시,중앙로2가,24353,"강원특별자치도 춘천시 중앙로 55, (중앙로2가)",033-255-9997,2024-12-19,127.7276065,37.8800321
365열린약국,81,약국,260000,울산,260002,울산동구,일산동,44056,"울산광역시 동구 방어진순환도로 652, C동 116~117호 (일산동, 테라스파크)",052-209-0333,2011-06-13,129.4288433,35.4997805
365열린온누리약국,81,약국,220000,인천,220001,인천미추홀구,용현동,22175,"인천광역시 미추홀구 낙섬중로 105, 유원빌딩 1층 101호 (용현동)",032-891-0012,2017-12-18,126.6412829,37.4567785
365열린큰약국,81,약국,310000,경기,310401,성남수정구,,13640,"경기도 성남시 수정구 위례광장로 104, 위례 한화 오벨리스크 센트럴스퀘어 1층 1049,1050,1051호 (창곡동)",0507-1362-3665,2022-08-16,127.1412642,37.4730526
365영통탑약국,81,약국,310000,경기,310604,수원영통구,매탄동,16547,"경기도 수원시 영통구 효원로 400, 레몬스포렉스 103-2호 (매탄동)",031-217-8230,2023-11-16,,
365온누리약국,81,약국,390000,제주,390200,제주시,이도이동,63214,"제주특별자치도 제주시 동광로 86, 1층 101호 (이도이동)",064-721-3365,2023-10-05,126.5375336,33.5045977
365올리브약국,81,약국,110000,서울,110024,강북구,미아동,01132,"서울특별시 강북구 도봉로 242, 한국전력 강북성북지사 1층 (미아동)",02-985-9989,2022-03-18,127.0249115,37.6305902
365올바른약국,81,약국,310000,경기,310701,안양만안구,안양동,14037,"경기도 안양시 만안구 태평로52번길 21, 103호, 115호 (안양동)",031-464-7511,2017-09-21,126.9304996,37.3955800
365용문약국,81,약국,250000,대전,250003,대전서구,용문동,35300,"대전광역시 서구 계룡로 640, 1층 101호 (용문동)",042-525-0365,2022-07-21,127.3927620,36.3382710
365용호제일큰약국,81,약국,210000,부산,210001,부산남구,용호동,48523,"부산광역시 남구 용호로 50, 1층 (용호동)",051-626-7974,2022-10-31,129.1093223,35.1263364
365우리약국,81,약국,310000,경기,310303,부천원미구,중동,14546,"경기도 부천시 원미구 석천로169번길 34, 파크리움 101호 (중동)",,2024-12-23,126.7609176,37.5030664
365우리약국,81,약국,310000,경기,312800,포천시,일동면,11117,"경기도 포천시 일동면 화동로 1056, 1층층",031-533-6127,2019-01-28,127.3178463,37.9574766
365웃장대형약국,81,약국,360000,전남,360400,순천시,매곡동,57939,"전라남도 순천시 중앙로 136, 1층 (매곡동)",061-753-5522,2014-12-18,127.4844433,34.9577919
365웰스팜약국,81,약국,310000,경기,311500,남양주시,별내동,12113,"경기도 남양주시 별내2로 64, (별내동)",070-8807-5777,2014-05-21,127.1249130,37.6464376
